Id,Av,um_per_pixel,k_all,k_mid,FilePath
MAC-7304-photomerge_cut,3.3,1.243164063,126.672837258304,94.1316899648672,E:\resource\data\RPE_Border\MAC-7304 photomerge_cut.tif
MAC-7316-photomerge_cut,3.3,1.243164063,102.48390461726,89.6553079493456,E:\resource\data\RPE_Border\MAC-7316 photomerge_cut.tif
