Id,um_per_pixel,center_x,center_y,diameter_all,diameter_mid,theta_all,theta_mid,FilePath
MAC-7655-photomerge_cut,1.243164063,3241,2420,3.12103989392777,3.19595603755629,96.6302353755159,98.5844991975112,E:\resource\data\RPE_Border\MAC-7655 photomerge_cut.tif
MAC-7658-photomerge_cut,1.243164063,1842,1801,2.96347863206306,2.97762507022864,94.31572192221,94.72280048751,E:\resource\data\RPE_Border\MAC-7658 photomerge_cut.tif
